date,leading_indicator,coincident_indicator,lagging_indicator
2007-11-30,99.3094,88.1897,112.9786
2007-12-31,97.6575,88.2889,115.2694
2008-01-31,98.27,88.61,117.01
2008-02-29,99.58,88.97,119.28
2008-03-31,99.2,89.22,119.23
2008-04-30,98.56,89.79,120.19
2008-05-31,98.19,89.27,120.77
2008-06-30,98.43,89.28,121.78
2008-07-31,98.16,88.76,123.4
2008-08-31,95.07,88.6,123.94
2008-09-30,93.28,87.66,126.69
2008-10-31,90.36,86.49,127.99
2008-11-30,87.08,84.88,129.6
2008-12-31,84.39,83.29,126.54
2009-01-31,82.82,81.26,124.38
2009-02-28,83.8,79.96,120.92
2009-03-31,83.44,79.47,120.7
2009-04-30,83.77,79.03,118.84
2009-05-31,85.19,78.5,117.31
2009-06-30,85.89,78.29,114.24
2009-07-31,85.89,78.14,111.06
2009-08-31,87.24,77.66,108.42
2009-09-30,88.76,78.02,105.94
2009-10-31,91.14,78.47,104.39
2009-11-30,93.28,78.96,103.16
2009-12-31,95.03,79.53,104.06
2010-01-31,98.77,80.38,101.83
2010-02-28,99.91,80.53,101.99
2010-03-31,101.64,81.16,101.39
2010-04-30,102.99,81.2,100.36
2010-05-31,103.0,81.83,100.26
2010-06-30,101.4,82.56,99.82
2010-07-31,101.08,82.8,101.46
2010-08-31,100.71,82.8,101.54
2010-09-30,101.14,83.09,101.08
2010-10-31,101.27,83.78,101.43
2010-11-30,101.21,84.53,101.4
2010-12-31,102.14,84.8,100.43
2011-01-31,102.26,85.47,99.33
2011-02-28,103.38,85.91,99.53
2011-03-31,103.21,86.44,99.95
2011-04-30,102.02,87.0,99.97
2011-05-31,100.9,86.92,100.58
2011-06-30,102.21,87.22,100.19
2011-07-31,101.01,86.93,99.87
2011-08-31,99.36,87.66,98.84
2011-09-30,99.76,88.37,99.26
2011-10-31,99.83,88.3,99.76
2011-11-30,100.39,88.61,100.23
2011-12-31,100.18,89.02,100.16
2012-01-31,100.43,89.24,100.56
2012-02-29,101.66,89.68,100.89
2012-03-31,101.48,90.26,100.29
2012-04-30,100.06,90.96,100.49
2012-05-31,99.83,91.77,100.66
2012-06-30,98.8,92.31,99.41
2012-07-31,98.83,92.26,98.8
2012-08-31,99.22,92.58,97.74
2012-09-30,99.12,92.89,98.52
2012-10-31,99.77,92.56,97.93
2012-11-30,100.12,93.41,98.93
2012-12-31,99.42,92.78,98.7
2013-01-31,100.27,92.36,98.54
2013-02-28,100.16,91.9,99.3
2013-03-31,99.68,92.4,100.16
2013-04-30,99.68,93.22,100.23
2013-05-31,99.42,94.23,100.46
2013-06-30,99.01,94.46,101.1
2013-07-31,98.92,94.98,101.96
2013-08-31,99.77,95.12,102.32
2013-09-30,99.4,94.8,102.88
2013-10-31,99.67,95.56,102.58
2013-11-30,99.06,95.71,103.21
2013-12-31,98.92,95.34,101.47
2014-01-31,98.64,95.5,100.57
2014-02-28,98.76,94.88,101.32
2014-03-31,98.06,94.54,100.2
2014-04-30,97.59,94.78,100.4
2014-05-31,98.69,94.57,99.64
2014-06-30,98.06,94.78,99.35
2014-07-31,97.86,94.21,100.53
2014-08-31,98.33,94.19,99.72
2014-09-30,98.96,94.86,100.02
2014-10-31,98.86,95.62,100.51
2014-11-30,98.94,95.8,100.7
2014-12-31,97.17,95.79,100.09
2015-01-31,96.93,95.67,99.38
2015-02-28,96.32,95.93,99.75
2015-03-31,96.23,96.2,99.9
2015-04-30,96.58,95.46,100.08
2015-05-31,95.54,94.76,100.52
2015-06-30,96.23,94.96,99.82
2015-07-31,95.33,95.34,99.53
2015-08-31,94.14,95.31,99.25
2015-09-30,94.32,95.57,98.85
2015-10-31,94.41,96.03,98.75
2015-11-30,93.97,96.43,98.86
2015-12-31,94.06,97.13,97.78
2016-01-31,93.91,96.91,97.4
2016-02-29,93.75,97.23,97.4
2016-03-31,94.28,97.23,97.96
2016-04-30,94.5,97.43,98.89
2016-05-31,94.33,97.77,98.28
2016-06-30,94.93,97.89,97.53
2016-07-31,94.71,97.76,96.29
2016-08-31,96.39,97.65,95.89
2016-09-30,97.02,97.61,97.26
2016-10-31,98.58,97.36,97.67
2016-11-30,100.09,97.11,99.24
2016-12-31,100.79,97.4,98.14
2017-01-31,100.99,97.22,98.84
2017-02-28,100.58,97.0,99.52
2017-03-31,99.27,97.43,100.09
2017-04-30,97.6,97.54,98.43
2017-05-31,97.32,97.47,98.65
2017-06-30,97.59,97.77,98.97
2017-07-31,98.61,98.04,98.36
2017-08-31,98.78,98.3,98.36
2017-09-30,99.99,98.01,98.72
2017-10-31,100.28,98.25,98.23
2017-11-30,100.36,98.72,98.08
2017-12-31,100.98,98.65,97.19
2018-01-31,101.68,98.15,98.1
2018-02-28,102.94,98.21,99.2
2018-03-31,101.87,98.36,98.26
2018-04-30,101.32,97.9,98.06
2018-05-31,101.42,98.62,97.49
2018-06-30,101.88,99.03,97.54
2018-07-31,101.3,98.98,97.6
2018-08-31,100.86,99.59,97.38
2018-09-30,100.73,100.03,97.22
2018-10-31,100.64,100.27,97.03
2018-11-30,100.65,100.51,96.56
2018-12-31,99.42,100.1,97.84
2019-01-31,99.19,99.95,98.52
2019-02-28,100.4,99.79,100.13
2019-03-31,100.5,100.15,99.21
2019-04-30,100.37,100.72,99.14
2019-05-31,99.61,100.6,99.61
2019-06-30,99.44,100.28,99.41
2019-07-31,99.83,100.36,100.06
2019-08-31,99.42,99.98,100.69
2019-09-30,99.36,99.74,100.59
2019-10-31,100.94,99.99,100.86
2019-11-30,100.77,99.66,100.94
2019-12-31,100.18,98.78,100.83
2020-01-31,100.84,99.16,100.12
2020-02-29,101.42,98.89,100.24
2020-03-31,99.26,91.92,102.68
2020-04-30,93.38,76.51,104.87
2020-05-31,92.34,75.84,109.64
2020-06-30,96.59,79.53,105.6
2020-07-31,100.19,83.66,100.11
2020-08-31,104.52,87.31,94.96
2020-09-30,107.34,89.18,94.8
2020-10-31,110.94,90.69,94.4
2020-11-30,113.28,91.92,94.06
2020-12-31,114.62,92.18,94.06
2021-01-31,114.65,91.62,93.52
2021-02-28,116.92,91.87,93.03
2021-03-31,121.35,92.83,91.42
2021-04-30,126.05,93.46,90.17
2021-05-31,129.27,93.84,88.59
2021-06-30,123.93,93.52,91.39
2021-07-31,120.91,92.64,95.13
2021-08-31,120.38,93.47,97.28
2021-09-30,118.59,93.73,96.81
2021-10-31,119.28,93.79,96.65
2021-11-30,119.24,94.03,95.94
2021-12-31,119.09,94.24,95.92
2022-01-31,120.92,95.28,95.49
2022-02-28,119.87,95.45,96.61
2022-03-31,121.75,95.84,97.98
2022-04-30,121.54,94.91,98.45
2022-05-31,120.49,95.2,99.17
2022-06-30,120.45,95.03,99.33
2022-07-31,118.65,95.21,99.37
2022-08-31,116.93,95.48,99.97
2022-09-30,116.74,95.55,101.33
2022-10-31,115.83,94.92,102.87
2022-11-30,115.73,94.73,104.23
2022-12-31,114.03,94.69,105.25
2023-01-31,113.49,95.32,105.41
2023-02-28,113.61,95.47,104.98
2023-03-31,111.6,96.01,106.39
2023-04-30,110.61,96.29,107.34
2023-05-31,109.35,96.31,108.62
2023-06-30,109.3,96.83,109.03
2023-07-31,108.92,96.9,109.84
2023-08-31,109.92,97.35,109.18
2023-09-30,111.05,97.36,109.42
2023-10-31,111.96,96.89,109.81
2023-11-30,112.01,96.97,109.61
2023-12-31,111.0,96.24,109.06
2024-01-31,110.56,96.09,110.03
2024-02-29,111.43,96.18,109.39
2024-03-31,110.88,95.59,109.04
2024-04-30,112.82,96.26,109.68
2024-05-31,112.13,95.7,109.77
2024-06-30,112.3,96.04,108.89
2024-07-31,112.32,96.23,109.21
2024-08-31,111.41,96.29,108.84
2024-09-30,112.9,96.19,108.36
2024-10-31,114.19,96.21,107.82
2024-11-30,114.61,95.8,108.35
2024-12-31,112.86,95.32,107.92
2025-01-31,112.96,95.07,107.32
2025-02-28,112.2,94.47,106.67
2025-03-31,113.39,94.48,106.97
2025-04-30,112.73,95.16,107.28
2025-05-31,111.29,95.16,107.28
