date,MSCI_EMI
2019-08-21,14906.2721460071
2019-08-22,14871.0158564292
2019-08-23,14835.5866682932
2019-08-26,14678.7185710695
2019-08-27,14760.9434409624
2019-08-28,14863.522217338
2019-08-29,14839.5538562288
2019-08-30,14942.190847122
2019-09-02,14991.5726043468
2019-09-03,14687.4945490094
2019-09-04,14652.3805704094
2019-09-05,14917.931000268
2019-09-06,14916.0099944146
2019-09-09,14913.3004060673
2019-09-10,14752.5201406368
2019-09-11,14918.8158926592
2019-09-12,14918.794737316
2019-09-13,14950.3112440248
2019-09-16,15050.3577365325
2019-09-17,14982.790926429
2019-09-18,14994.7324420677
2019-09-19,15057.2793269316
2019-09-20,15236.5638975462
2019-09-23,15121.681466248
2019-09-24,15028.69072
2019-09-25,15060.325078672
2019-09-26,15155.2954671538
2019-09-27,15174.0051472793
2019-09-30,15148.075918324
2019-10-01,15298.8800775887
2019-10-02,15120.1144611381
2019-10-03,15018.3228495866
2019-10-04,14988.557256192
2019-10-07,15084.5224919931
2019-10-08,15189.7058522569
2019-10-09,15062.5068131686
2019-10-10,14992.5348115046
2019-10-11,14971.3637358285
2019-10-14,15079.3429125048
2019-10-15,15167.9282931495
2019-10-16,15295.726405656
2019-10-17,15242.6728272991
2019-10-18,15135.5761343815
2019-10-21,15171.2863933048
2019-10-22,15076.323901119
2019-10-23,15091.5196649745
2019-10-24,15247.30654918
2019-10-25,15149.5421308692
2019-10-28,15179.0473547601
2019-10-29,15261.382437594
2019-10-30,15614.133908192
2019-10-31,15726.619021698
2019-11-01,15765.96566231
2019-11-04,15758.931195506
2019-11-05,15794.3023594612
2019-11-06,15821.9926838436
2019-11-07,15818.1244691113
2019-11-08,15814.133539534
2019-11-11,15665.4972316286
2019-11-12,15770.0309754528
2019-11-13,15560.955981504
2019-11-14,15439.5476903024
2019-11-15,15417.443191278
2019-11-18,15579.4040555004
2019-11-19,15601.3262143376
2019-11-20,15543.7274784808
2019-11-21,15333.1394804264
2019-11-22,15421.4918392875
2019-11-25,15562.7257843008
2019-11-26,15504.0900214467
2019-11-27,15525.6308638532
2019-11-28,15436.0305366615
2019-11-29,15224.7044561535
2019-12-02,15125.1484092912
2019-12-03,15174.773546424
2019-12-04,15117.288519456
2019-12-05,15269.5707121344
2019-12-06,15332.622287123
2019-12-09,15412.3514058094
2019-12-10,15515.7195340485
2019-12-11,15524.0128012716
2019-12-12,15510.0982912722
2019-12-13,15776.6567794306
2019-12-16,15625.227102382
2019-12-17,15856.1725285106
2019-12-18,15863.3249280472
2019-12-19,15730.6177575498
2019-12-20,15800.6389296154
2019-12-23,15793.8272683659
2019-12-24,15695.9322186901
2019-12-25,15697.665949396
2019-12-26,15704.292680878
2019-12-27,15692.2830526204
2019-12-30,15782.1616785357
2019-12-31,15598.2158648001
2020-01-01,15612.0304430976
2020-01-02,15885.0045423486
2020-01-03,16084.0850386702
2020-01-06,15794.2371748623
2020-01-07,15951.5501107644
2020-01-08,15727.184756938
2020-01-09,16039.9960288374
2020-01-10,16276.4566048746
2020-01-13,16470.198536037
2020-01-14,16466.0279285743
2020-01-15,16363.8552379572
2020-01-16,16434.065682264
2020-01-17,16573.8578661291
2020-01-20,16596.9758871006
2020-01-21,16331.435238375
2020-01-22,16235.6561635125
2020-01-23,16147.5801526405
2020-01-24,16099.6988604936
2020-01-27,16104.34402646
2020-01-28,16024.9368662614
2020-01-29,16055.2064310297
2020-01-30,15833.296717858
2020-01-31,15930.6760963782
2020-02-03,15764.005040224
2020-02-04,16040.488164877
2020-02-05,16091.164532911
2020-02-06,16428.5179766126
2020-02-07,16437.3307702634
2020-02-10,16244.9236181001
2020-02-11,16278.1678537545
2020-02-12,16478.1057281252
2020-02-13,16529.109840896
2020-02-14,16480.2817463466
2020-02-17,16595.7498293892
2020-02-18,16438.3168752005
2020-02-19,16525.575300045
2020-02-20,16558.2101660976
2020-02-21,16257.3040270175
2020-02-24,15974.9305989
2020-02-25,16066.7444310105
2020-02-26,15963.3318561654
2020-02-27,15954.7739994
2020-02-28,15748.2878453724
2020-03-02,15629.2188365925
2020-03-03,15829.1830623096
2020-03-04,15828.1211930105
2020-03-05,16234.6914670878
2020-03-06,15849.0322871894
2020-03-09,15243.5230186889
2020-03-10,15364.3761643571
2020-03-11,15339.0843518184
2020-03-12,14593.7449090091
2020-03-13,14501.6081453318
2020-03-16,13907.6212892245
2020-03-17,13714.610124516
2020-03-18,13460.7092134069
2020-03-19,13375.7910648472
2020-03-20,14135.3347342503
2020-03-23,13511.4245339222
2020-03-24,14032.8175490474
2020-03-25,14493.029266485
2020-03-26,14736.2537748728
2020-03-27,14849.7659930625
2020-03-30,14913.4347934598
2020-03-31,15138.7821323138
2020-04-01,15071.6925571065
2020-04-02,15475.02807603
2020-04-03,15831.0069348538
2020-04-06,15944.084416348
2020-04-07,16065.0842644053
2020-04-08,15880.8673049945
2020-04-09,15982.4609177832
2020-04-10,15945.9280750968
2020-04-13,15998.7387431252
2020-04-14,16400.1336143941
2020-04-15,16598.9948584498
2020-04-16,16695.059530067
2020-04-17,16884.5670083597
2020-04-20,16941.5942527698
2020-04-21,16654.8084486363
2020-04-22,16893.8557983498
2020-04-23,17028.828765033
2020-04-24,16727.5332490316
2020-04-27,16803.3431312433
2020-04-28,16838.4242229028
2020-04-29,16673.7196132786
2020-04-30,17126.6794218025
2020-05-01,17269.9449065401
2020-05-04,16479.6365114125
2020-05-05,16584.8589504578
2020-05-06,16827.3955211505
2020-05-07,16670.89146941
2020-05-08,16716.9790677681
2020-05-11,16861.9029477053
2020-05-12,16751.433816353
2020-05-13,16810.0471162302
2020-05-14,16595.3651871131
2020-05-15,16725.5101378273
2020-05-18,16743.4019469323
2020-05-19,16955.3116186319
2020-05-20,16691.4546798331
2020-05-21,16349.0223734337
2020-05-22,15959.4423995558
2020-05-25,16072.7295966735
2020-05-26,16112.7270429457
2020-05-27,16113.8863043808
2020-05-28,16190.9407091778
2020-05-29,16318.8703798632
2020-06-01,16513.3858738631
2020-06-02,16596.9371386785
2020-06-03,16713.26440427
2020-06-04,16707.8170771961
2020-06-05,16913.771152581
2020-06-08,16793.33723811
2020-06-09,16792.234203844
2020-06-10,16704.2189558024
2020-06-11,17053.470734922
2020-06-12,16840.4083789114
2020-06-15,16531.8260390192
2020-06-16,17074.8033259752
2020-06-17,17090.5424765252
2020-06-18,17373.3969132926
2020-06-19,17334.7941519741
2020-06-22,17319.6103397547
2020-06-23,17485.1592241572
2020-06-24,17571.126199725
2020-06-25,17214.9456660216
2020-06-26,17210.97840737
2020-06-29,17170.3066523606
2020-06-30,17236.098208572
2020-07-01,17063.327380575
2020-07-02,17388.035231252
2020-07-03,17561.8715743614
2020-07-06,17999.3963721444
2020-07-07,18055.9531356786
2020-07-08,18113.3807668514
2020-07-09,18175.9135892488
2020-07-10,17927.95871257
2020-07-13,18038.4432616503
2020-07-14,17726.469641157
2020-07-15,17677.943076855
2020-07-16,17555.7728278704
2020-07-17,17597.1512733696
2020-07-20,17694.249552045
2020-07-21,17816.2293274875
2020-07-22,17749.2051315418
2020-07-23,17944.5065236486
2020-07-24,17678.637584993
2020-07-27,17615.2297978628
2020-07-28,17864.3580682266
2020-07-29,17982.0430748172
2020-07-30,18131.5562691855
2020-07-31,18351.1118062608
2020-08-03,18521.0886981219
2020-08-04,18975.072114765
2020-08-05,19105.2851716104
2020-08-06,19278.1945190644
2020-08-07,19206.5462707242
2020-08-10,19212.189485604
2020-08-11,19072.3888572382
2020-08-12,19096.1188007827
2020-08-13,19096.7113617148
2020-08-14,18993.463500723
2020-08-17,19261.44123618
2020-08-18,19151.736705825
2020-08-19,18984.0899584075
2020-08-20,18656.3305030626
2020-08-21,18719.9873572436
2020-08-24,18772.9689949524
2020-08-25,18775.6322987836
2020-08-26,18883.23990455
2020-08-27,19037.7473005866
2020-08-28,18599.1565521578
2020-08-31,18655.0915403065
2020-09-01,18632.9274045982
2020-09-02,18796.1595636684
2020-09-03,18542.7748944
2020-09-04,18259.1656893324
2020-09-07,18316.7532584751
2020-09-08,18380.2677775015
2020-09-09,18024.6979832304
2020-09-10,18336.2788647764
2020-09-11,18271.12298746
2020-09-14,18394.5358293365
2020-09-15,18282.2273240999
2020-09-16,18126.6912888579
2020-09-17,17878.891165338
2020-09-18,18087.1337698051
2020-09-21,18291.9225065626
2020-09-22,18184.1248275434
2020-09-23,18392.8597933612
2020-09-24,17887.7917265271
2020-09-25,18130.3357253556
2020-09-28,18234.9771965
2020-09-29,18107.0816105337
2020-09-30,18106.0141194425
2020-10-01,18007.9299388014
2020-10-02,17894.008206256
2020-10-05,18084.8378826058
2020-10-06,18438.2648166665
2020-10-07,18412.0664635903
2020-10-08,18526.9796897046
2020-10-09,18473.4084814806
2020-10-12,18768.946996215
2020-10-13,18704.7114046942
2020-10-14,18762.240565545
2020-10-15,18661.2726504346
2020-10-16,18602.522091969
2020-10-19,18608.52217218
2020-10-20,18681.4539380916
2020-10-21,18540.8446045914
2020-10-22,18409.1423006975
2020-10-23,18395.7605627733
2020-10-26,18345.5134075197
2020-10-27,18365.4257596316
2020-10-28,18360.0284315245
2020-10-29,18355.4898493832
2020-10-30,17924.355040131
2020-11-02,18070.9016760888
2020-11-03,17999.4629373677
2020-11-04,18019.955599074
2020-11-05,18285.6293041786
2020-11-06,18331.4676911256
2020-11-09,18317.8316719375
2020-11-10,18436.304375
2020-11-11,18414.195858036
2020-11-12,18486.84813768
2020-11-13,18400.4740896534
2020-11-16,18442.0262225295
2020-11-17,18498.400203611
2020-11-18,18653.1010864578
2020-11-19,18498.240338688
2020-11-20,18636.0014655627
2020-11-23,18843.3255481224
2020-11-24,18625.5422031734
2020-11-25,18424.9889080889
2020-11-26,18661.7179962651
2020-11-27,18772.5765653631
2020-11-30,18637.8186958542
2020-12-01,18659.072439089
2020-12-02,18766.4379317604
2020-12-03,18784.1537188839
2020-12-04,19026.3955605345
2020-12-07,19005.4054163376
2020-12-08,18785.3743893728
2020-12-09,18796.4787085035
2020-12-10,18847.8913687896
2020-12-11,19018.979531075
2020-12-14,18792.3288080805
2020-12-15,18597.5103537615
2020-12-16,18720.6770786496
2020-12-17,18633.323714729
2020-12-18,18423.600016668
2020-12-21,18349.0405944222
