date,MSCI_ACWI
2005-11-02,4710.96421255358
2005-11-03,4735.3650276568
2005-11-04,4752.32852613975
2005-11-07,4799.0943688625
2005-11-08,4779.0954084027
2005-11-09,4800.25786078139
2005-11-10,4817.67971741724
2005-11-11,4838.85525806375
2005-11-14,4842.90081928125
2005-11-15,4823.50867873
2005-11-16,4780.85352777377
2005-11-17,4824.63897755997
2005-11-18,4828.43820715434
2005-11-21,4820.04547446224
2005-11-22,4804.1414193512
2005-11-23,4789.027911525
2005-11-24,4781.886932487
2005-11-25,4768.907492745
2005-11-28,4731.66980704859
2005-11-29,4730.993647876
2005-11-30,4700.7215979213
2005-12-01,4741.599194046
2005-12-02,4687.91830118976
2005-12-05,4669.2490107315
2005-12-06,4649.8722701214
2005-12-07,4671.7351981202
2005-12-08,4681.9596057025
2005-12-09,4722.245487168
2005-12-12,4704.0870471084
2005-12-13,4711.93301332375
2005-12-14,4758.348275192
2005-12-15,4821.703178292
2005-12-16,4805.55057536
2005-12-19,4750.90400877425
2005-12-20,4741.561063326
2005-12-21,4768.329212377
2005-12-22,4774.4938955368
2005-12-23,4787.55727997108
2005-12-26,4778.772340173
2005-12-27,4762.22791646962
2005-12-28,4759.19317767575
2005-12-29,4744.743266783
2005-12-30,4717.021581951
2006-01-02,4729.505054274
2006-01-03,4727.9590262706
2006-01-04,4716.17522276432
2006-01-05,4734.7274543091
2006-01-06,4717.1979224885
2006-01-09,4700.0975851167
2006-01-10,4709.26059252112
2006-01-11,4668.567269766
2006-01-12,4708.8237101229
2006-01-13,4681.91063860625
2006-01-16,4670.50260736413
2006-01-17,4642.7362752957
2006-01-18,4624.15069555933
2006-01-19,4602.0797777896
2006-01-20,4584.79641672
2006-01-23,4572.09348214125
2006-01-24,4628.51077886676
2006-01-25,4662.805509963
2006-01-26,4742.5195641395
2006-01-27,4808.414128532
2006-01-30,4796.91294818139
2006-01-31,4752.667771604
2006-02-01,4789.51658608
2006-02-02,4730.878200345
2006-02-03,4704.98243609088
2006-02-06,4751.54858083
2006-02-07,4772.88417685024
2006-02-08,4754.0913147108
2006-02-09,4728.1117111198
2006-02-10,4729.142717117
2006-02-13,4727.4548207082
2006-02-14,4739.9666469753
2006-02-15,4692.80380474179
2006-02-16,4709.65921873125
2006-02-17,4674.52218948581
2006-02-20,4678.35067677936
2006-02-21,4715.66508208
2006-02-22,4744.19529010344
2006-02-23,4781.34708730392
2006-02-24,4793.5532536959
2006-02-27,4883.99576237175
2006-02-28,4829.12538044024
2006-03-01,4859.00047184925
2006-03-02,4804.8924525625
2006-03-03,4842.9654551755
2006-03-06,4870.45794321825
2006-03-07,4842.65237142204
2006-03-08,4872.48285464388
2006-03-09,4870.5910279075
2006-03-10,4860.41924789166
2006-03-13,4894.4091825975
2006-03-14,4922.5176552354
2006-03-15,4923.0822246775
2006-03-16,4929.0084599125
2006-03-17,4971.468207531
2006-03-20,5060.3614463875
2006-03-21,5053.438042419
2006-03-22,5041.7243571165
2006-03-23,5042.147516848
2006-03-24,5000.143410575
2006-03-27,5009.3091420435
2006-03-28,4997.08714545
2006-03-29,5019.7344666448
2006-03-30,4970.2871352348
2006-03-31,4940.8812744088
2006-04-03,4938.51814427538
2006-04-04,4902.1917931944
2006-04-05,4903.209705
2006-04-06,4947.604122616
2006-04-07,4985.38542762735
2006-04-10,4992.46011281725
2006-04-11,4928.37690481246
2006-04-12,4902.136093838
2006-04-13,4928.89048267835
2006-04-14,4923.148852804
2006-04-17,4889.669547301
2006-04-18,4879.700666196
2006-04-19,4901.380521006
2006-04-20,4987.59380955
2006-04-21,4942.49177014637
2006-04-24,4978.09069023
2006-04-25,5008.39177968
2006-04-26,5081.918520868
2006-04-27,5098.7307771375
2006-04-28,4976.054492503
2006-05-01,4995.7798741147
2006-05-02,5042.199467046
2006-05-03,5033.0704967405
2006-05-04,5042.7986549504
2006-05-05,5124.63871053162
2006-05-08,5134.804404784
2006-05-09,5133.759855516
2006-05-10,5138.593013202
2006-05-11,5132.02070297125
2006-05-12,5194.3739611599
2006-05-15,5279.52657167584
2006-05-16,5215.12592609
2006-05-17,5204.78490616
2006-05-18,5162.6148926226
2006-05-19,5156.96096023422
2006-05-22,5124.963652557
2006-05-23,5243.3681597625
2006-05-24,5180.651835894
2006-05-25,5160.6967919
2006-05-26,5231.96605958064
2006-05-29,5226.62922111484
2006-05-30,5309.93574789825
2006-05-31,5346.822460427
2006-06-01,5281.580823663
2006-06-02,5386.1333453904
2006-06-05,5304.937431728
2006-06-06,5308.2049329
2006-06-07,5246.61302592
2006-06-08,5148.946983264
2006-06-09,5211.60490065588
2006-06-12,5144.539581675
2006-06-13,5091.627241632
2006-06-14,5121.903805885
2006-06-15,5255.59737763125
2006-06-16,5283.62043462066
2006-06-19,5334.8879196445
2006-06-20,5379.7767913284
2006-06-21,5466.829891669
2006-06-22,5637.503796669
2006-06-23,5690.8789066402
2006-06-26,5676.7957938875
2006-06-27,5579.7345926487
2006-06-28,5537.465631897
2006-06-29,5557.248859014
2006-06-30,5696.6500926648
2006-07-03,5616.4131273805
2006-07-04,5638.3482963876
2006-07-05,5751.6441508341
2006-07-06,5695.304699868
2006-07-07,5654.446203237
2006-07-10,5653.50869606112
2006-07-11,5631.322988252
2006-07-12,5631.8031384485
2006-07-13,5636.5664858665
2006-07-14,5535.07269139098
2006-07-17,5519.458465943
2006-07-18,5432.845239596
2006-07-19,5449.4853963704
2006-07-20,5402.94125664
2006-07-21,5416.9494205528
2006-07-24,5448.66018519025
2006-07-25,5487.4126626306
2006-07-26,5450.36182763
2006-07-27,5389.31567339
2006-07-28,5486.4771781716
2006-07-31,5520.720788604
2006-08-01,5490.4444537684
2006-08-02,5519.553092788
2006-08-03,5473.492795235
2006-08-04,5476.57992820224
2006-08-07,5406.948801042
2006-08-08,5419.0514175676
2006-08-09,5367.9091541785
2006-08-10,5375.089651479
2006-08-11,5396.655468442
2006-08-14,5468.65162039
2006-08-15,5515.081632612
2006-08-16,5503.0045827342
2006-08-17,5558.8639414484
2006-08-18,5738.403249844
2006-08-21,5735.6025247196
2006-08-22,5812.0612120064
2006-08-23,5806.499712585
2006-08-24,5793.0298077824
2006-08-25,5816.17622754064
2006-08-28,5828.436562062
2006-08-29,5789.08909239
2006-08-30,5795.2717248762
2006-08-31,5880.346571576
2006-09-01,5926.51213080168
2006-09-04,5923.005111062
2006-09-05,5918.745091941
2006-09-06,5970.10890511484
2006-09-07,5975.99403134825
2006-09-08,6005.2935631392
2006-09-11,5915.323033204
2006-09-12,5951.9783621662
2006-09-13,5948.1482744898
2006-09-14,6051.78399622916
2006-09-15,6042.31415570261
2006-09-18,5965.49587452
2006-09-19,6018.113037885
2006-09-20,6065.554391732
2006-09-21,6226.02513753
2006-09-22,6235.03803104893
2006-09-25,6239.946000526
2006-09-26,6279.0854655675
2006-09-27,6318.782464316
2006-09-28,6346.21376196
2006-09-29,6429.06723640356
2006-10-02,6382.6937146164
2006-10-03,6516.1499206496
2006-10-04,6548.34506307625
2006-10-05,6536.4010993419
2006-10-06,6528.10449524975
2006-10-09,6540.1524345368
2006-10-10,6478.38089447979
2006-10-11,6418.37182622724
2006-10-12,6326.75818328
2006-10-13,6317.99018864874
2006-10-16,6343.470157734
2006-10-17,6424.27463191465
2006-10-18,6427.773064944
2006-10-19,6365.026591917
2006-10-20,6422.063121348
2006-10-23,6546.282088359
2006-10-24,6576.48149928
2006-10-25,6465.06647177766
2006-10-26,6433.01643853
2006-10-27,6381.90796289658
2006-10-30,6429.00362517433
2006-10-31,6318.5986501943
2006-11-01,6327.684812375
2006-11-02,6347.786758404
2006-11-03,6303.1428828285
2006-11-06,6338.189182484
2006-11-07,6307.808817222
2006-11-08,6334.04115601452
2006-11-09,6258.3796500775
2006-11-10,6260.69792927441
2006-11-13,6314.13851606911
2006-11-14,6292.1361367857
2006-11-15,6278.92481459698
2006-11-16,6326.6785989191
2006-11-17,6332.1639542935
2006-11-20,6276.960874954
2006-11-21,6286.2875218385
2006-11-22,6282.298627836
2006-11-23,6303.77158616
2006-11-24,6254.93162908416
2006-11-27,6168.106043688
2006-11-28,6189.61881999365
2006-11-29,6305.3875601919
2006-11-30,6309.3166052591
2006-12-01,6383.27002821525
2006-12-04,6355.548154158
2006-12-05,6312.49252056875
2006-12-06,6315.6955378505
2006-12-07,6272.748085028
2006-12-08,6319.0336552926
2006-12-11,6265.5147355801
2006-12-12,6234.925533024
2006-12-13,6230.242827455
2006-12-14,6279.57256152
2006-12-15,6273.09737466
2006-12-18,6311.01149752884
2006-12-19,6308.8177197735
2006-12-20,6231.7531209385
2006-12-21,6295.9967184475
2006-12-22,6272.750718302
2006-12-25,6307.640900335
2006-12-26,6321.70368431448
2006-12-27,6384.3026079
2006-12-28,6312.1897946376
2006-12-29,6322.549097283
2007-01-01,6331.2271065879
2007-01-02,6295.0438724535
2007-01-03,6326.994302446
2007-01-04,6374.79152942184
2007-01-05,6477.01539517029
2007-01-08,6454.879930242
2007-01-09,6526.69148264564
2007-01-10,6476.06441506505
2007-01-11,6522.3992296836
2007-01-12,6545.97510781
2007-01-15,6538.5960717564
2007-01-16,6562.28491471806
2007-01-17,6506.24701112818
2007-01-18,6485.4548205358
2007-01-19,6490.77398995078
2007-01-22,6443.64253233784
2007-01-23,6451.9421013201
2007-01-24,6529.42208810872
2007-01-25,6564.01910544
2007-01-26,6582.3704695008
2007-01-29,6638.05572966112
2007-01-30,6642.2732350062
2007-01-31,6573.8720683545
2007-02-01,6589.9253593602
2007-02-02,6627.65693155395
2007-02-05,6661.05452668227
2007-02-06,6628.094465135
2007-02-07,6639.70971048
2007-02-08,6590.8711102304
2007-02-09,6632.27555556669
2007-02-12,6677.699726082
2007-02-13,6688.3737982761
2007-02-14,6709.5727774296
2007-02-15,6732.7308235512
2007-02-16,6701.840859051
2007-02-19,6665.964549141
2007-02-20,6680.22168715128
2007-02-21,6695.55398943293
2007-02-22,6631.39183689822
2007-02-23,6658.8969726607
2007-02-26,6661.94939103972
2007-02-27,6615.85383139164
2007-02-28,6574.4536080795
2007-03-01,6558.08138914848
2007-03-02,6603.34718716776
2007-03-05,6588.598448268
2007-03-06,6591.069598016
2007-03-07,6634.021058943
2007-03-08,6676.12079152699
2007-03-09,6661.176880491
2007-03-12,6680.6445766225
2007-03-13,6738.903892791
2007-03-14,6600.7819306605
2007-03-15,6656.926745267
2007-03-16,6713.3542553874
2007-03-19,6756.0799271625
2007-03-20,6747.411620757
2007-03-21,6716.6368462735
2007-03-22,6704.53603097
2007-03-23,6716.65576230675
2007-03-26,6719.219976707
2007-03-27,6749.2297342
2007-03-28,6765.8293173105
2007-03-29,6723.881781123
2007-03-30,6732.370078076
2007-04-02,6728.884454486
2007-04-03,6733.73949202
2007-04-04,6733.96761343912
2007-04-05,6733.818323127
2007-04-06,6715.972648264
2007-04-09,6734.81160121476
2007-04-10,6786.4754645625
2007-04-11,6761.3747490891
2007-04-12,6783.126161232
2007-04-13,6843.389361188
2007-04-16,6846.1418488954
2007-04-17,6780.17653477661
2007-04-18,6788.49546731408
2007-04-19,6757.335931436
2007-04-20,6835.8619063665
2007-04-23,6862.8238248555
2007-04-24,6787.8095929
2007-04-25,6764.3502334512
2007-04-26,6819.250202949
2007-04-27,6829.445073144
2007-04-30,6820.122862891
2007-05-01,6782.9145153
2007-05-02,6825.09731668362
2007-05-03,6790.0501597088
2007-05-04,6801.84333176607
2007-05-07,6781.979297142
2007-05-08,6772.1689405608
2007-05-09,6796.7701828525
2007-05-10,6847.0173300436
2007-05-11,6797.3812491321
2007-05-14,6810.1500392385
2007-05-15,6767.430832123
2007-05-16,6835.2538568551
2007-05-17,6897.633760192
2007-05-18,6905.654304316
2007-05-21,6929.8003527341
2007-05-22,7003.62078126323
2007-05-23,7033.41734823011
2007-05-24,7035.74952798942
2007-05-25,6989.26227675116
2007-05-28,7000.346636185
2007-05-29,7072.09805702712
2007-05-30,7069.2693499645
2007-05-31,7092.6
2007-06-01,7114.29873231
2007-06-04,7173.819639304
2007-06-05,7187.4028062442
2007-06-06,7151.66840216668
2007-06-07,7128.9484069617
2007-06-08,7066.2381627215
2007-06-11,7097.15468448
2007-06-12,7110.881948381
2007-06-13,7100.185251192
2007-06-14,7128.58952561178
2007-06-15,7140.24332352
2007-06-18,7101.7982949895
2007-06-19,7105.955797935
2007-06-20,7128.723670398
2007-06-21,7118.1066475035
2007-06-22,7090.0990852419
2007-06-25,7102.746196587
2007-06-26,7066.861751968
2007-06-27,7012.60063631314
2007-06-28,7010.37340849404
2007-06-29,6990.01307673447
2007-07-02,6973.44859827
2007-07-03,7022.82139786
2007-07-04,7040.7467756176
2007-07-05,7099.696873531
2007-07-06,7089.858670428
2007-07-09,7087.991814045
2007-07-10,7077.2058532
2007-07-11,7101.4228422176
2007-07-12,7137.57630352
2007-07-13,7177.0487009424
2007-07-16,7179.96092585
2007-07-17,7140.1296288
2007-07-18,7103.2379701458
2007-07-19,7072.665254298
2007-07-20,7063.641020828
2007-07-23,7000.8561297695
2007-07-24,6968.180966274
2007-07-25,6936.07087728
2007-07-26,6975.302310625
2007-07-27,6884.78965805876
2007-07-30,6924.65200451885
2007-07-31,7011.58282968
2007-08-01,6872.533893939
2007-08-02,6900.690480838
2007-08-03,6850.418188621
2007-08-06,6779.5815248
2007-08-07,6857.152665792
2007-08-08,6929.44386580056
2007-08-09,6944.308447505
2007-08-10,6837.34478096395
2007-08-13,6878.324846768
2007-08-14,6901.59054231
2007-08-15,6894.7854504466
2007-08-16,6799.2621274008
2007-08-17,6805.967380499
2007-08-20,6925.463500368
2007-08-21,6947.584491366
2007-08-22,6870.57190750526
2007-08-23,6905.27167272
2007-08-24,6902.652775452
2007-08-27,6945.820202928
2007-08-28,6921.4868013945
2007-08-29,6835.037374573
2007-08-30,6856.871142534
2007-08-31,6949.053756232
2007-09-03,7012.41262783292
2007-09-04,7067.852521787
2007-09-05,7016.124544163
2007-09-06,7000.906902892
2007-09-07,6973.578262188
2007-09-10,6897.43919338584
2007-09-11,6967.37685884674
2007-09-12,6971.00959555
2007-09-13,7025.3855362825
2007-09-14,6989.71766478278
2007-09-17,7006.314470358
2007-09-18,6999.00922298
2007-09-19,7112.104065171
2007-09-20,7088.95881582
2007-09-21,7050.0424879395
2007-09-24,7002.55256778
2007-09-25,7025.864027575
2007-09-26,7019.67844108
2007-09-27,7038.60852075
2007-09-28,7030.482572745
2007-10-01,7064.548204441
2007-10-02,7184.9264574648
2007-10-03,7158.2233644
2007-10-04,7135.46930208
2007-10-05,7104.29128494
2007-10-08,7137.2577474
2007-10-09,7147.9939168
2007-10-10,7219.8845601
2007-10-11,7098.29802418
2007-10-12,7123.13947206
2007-10-15,7165.48764549
2007-10-16,7122.8597526
2007-10-17,7125.29427192
2007-10-18,7094.16515154
2007-10-19,6976.05246654
2007-10-22,6962.10869445
2007-10-23,6891.45557245
2007-10-24,6826.09201599
2007-10-25,6750.3410594722
2007-10-26,6803.39110463
2007-10-29,6912.68097236
2007-10-30,6899.46496548
2007-10-31,6909.6954666075
2007-11-01,6904.857637067
2007-11-02,6830.89484436
2007-11-05,6803.1844851768
2007-11-06,6791.84712228
2007-11-07,6727.4047527519
2007-11-08,6671.46592593
2007-11-09,6694.2426342
2007-11-12,6815.45527627093
2007-11-13,6744.7747539501
2007-11-14,6702.9685541073
2007-11-15,6768.5179441363
2007-11-16,6698.90956492
2007-11-19,6659.89554196112
2007-11-20,6630.91577150592
2007-11-21,6614.3348640216
2007-11-22,6592.79910302
2007-11-23,6703.99841097
2007-11-26,6846.00885437175
2007-11-27,6849.3795
2007-11-28,6841.2284435
2007-11-29,6870.6265010625
2007-11-30,6898.09852836
2007-12-03,6901.6375039738
2007-12-04,6850.9887868
2007-12-05,6887.12861408
2007-12-06,6888.522657
2007-12-07,6894.788677556
2007-12-10,6904.09617084
2007-12-11,6945.94597345
2007-12-12,6876.8332541
2007-12-13,6807.023591487
2007-12-14,6854.669548132
2007-12-17,6771.511261416
2007-12-18,6751.8987635505
2007-12-19,6782.48160454
2007-12-20,6916.3233832675
2007-12-21,6998.5307124778
2007-12-24,7004.8637854272
2007-12-25,7006.3139896497
2007-12-26,7018.315621725
2007-12-27,6903.477261044
2007-12-28,6844.115635575
2007-12-31,6877.56585456
2008-01-01,6877.8974981129
2008-01-02,6799.3826715762
2008-01-03,6801.82912763684
2008-01-04,6709.4171409245
2008-01-07,6705.37900005237
2008-01-08,6656.0959384282
2008-01-09,6617.667212462
2008-01-10,6590.04570710193
2008-01-11,6459.664777209
2008-01-14,6501.794434464
2008-01-15,6456.08286384916
2008-01-16,6427.215666333
2008-01-17,6469.2954170845
2008-01-18,6402.871833842
2008-01-21,6341.2837160192
2008-01-22,6175.513337886
2008-01-23,6192.96209983775
2008-01-24,6337.523999925
2008-01-25,6462.82907105391
2008-01-28,6526.72353426028
2008-01-29,6610.1848678672
2008-01-30,6700.9951241
2008-01-31,6883.64705059
2008-02-01,6885.504893772
2008-02-04,7002.4195004949
2008-02-05,6986.03674474896
2008-02-06,6945.9417765322
2008-02-07,6892.179578713
2008-02-08,6958.74107456
2008-02-11,6949.80493908778
2008-02-12,7001.6743181
2008-02-13,7039.939261266
2008-02-14,7035.040610078
2008-02-15,6987.8106362767
2008-02-18,7002.25431661
2008-02-19,7080.95684725
2008-02-20,7141.22439393
2008-02-21,7154.431578095
2008-02-22,7105.18677943725
2008-02-25,7152.28574883856
2008-02-26,7107.6633636858
2008-02-27,7078.25882076058
2008-02-28,7133.6541333828
2008-02-29,7233.44362901775
2008-03-03,7097.6783666679
2008-03-04,7169.174974007
2008-03-05,7145.701887288
2008-03-06,7309.8676769394
2008-03-07,7161.6935213434
2008-03-10,7072.300559025
2008-03-11,7036.24694604
2008-03-12,7142.6767226782
2008-03-13,7155.830120586
2008-03-14,7063.352781394
2008-03-17,7059.37022483846
2008-03-18,7107.529206576
2008-03-19,7146.943880628
2008-03-20,7232.420414592
2008-03-21,7240.85767499934
2008-03-24,7282.46161796582
2008-03-25,7347.1670960937
2008-03-26,7381.4041582155
2008-03-27,7287.987691872
2008-03-28,7418.57494526242
2008-03-31,7403.27452551
2008-04-01,7392.97117713
2008-04-02,7332.977812671
2008-04-03,7328.8660203255
2008-04-04,7439.08360556747
2008-04-07,7392.34273224825
2008-04-08,7319.59506696256
2008-04-09,7343.55060902232
2008-04-10,7363.55415061513
2008-04-11,7259.67212141241
2008-04-14,7249.46511146104
2008-04-15,7336.9550164638
2008-04-16,7440.7237841032
2008-04-17,7352.678400056
2008-04-18,7444.10838264381
2008-04-21,7468.97725429875
2008-04-22,7303.75977353275
2008-04-23,7343.380978248
2008-04-24,7355.93650678852
2008-04-25,7334.5089561651
2008-04-28,7263.60735767966
2008-04-29,7295.531238303
2008-04-30,7224.284807672
2008-05-01,7328.7793363815
2008-05-02,7389.059464095
2008-05-05,7375.53919078263
2008-05-06,7347.44899742572
2008-05-07,7340.01691605
2008-05-08,7403.35622755704
2008-05-09,7470.47675240559
2008-05-12,7406.06165793044
2008-05-13,7375.144381416
2008-05-14,7475.36240207367
2008-05-15,7431.033669168
2008-05-16,7419.7089425812
2008-05-19,7526.106030678
2008-05-20,7574.735042532
2008-05-21,7585.17337548474
2008-05-22,7483.735619692
2008-05-23,7455.2847637884
2008-05-26,7446.47481359676
2008-05-27,7478.31759215625
2008-05-28,7457.9009995875
2008-05-29,7384.61178199225
2008-05-30,7448.545553436
2008-06-02,7503.69958937109
2008-06-03,7512.18750678
2008-06-04,7515.14335853811
2008-06-05,7618.1865895888
2008-06-06,7573.25117510308
2008-06-09,7520.104237206
2008-06-10,7493.9894976013
2008-06-11,7461.5201283771
2008-06-12,7557.55774580402
2008-06-13,7573.09158747
2008-06-16,7601.76878543772
2008-06-17,7549.34612730186
2008-06-18,7470.538631724
2008-06-19,7395.783250331
2008-06-20,7331.80755162752
2008-06-23,7354.4828744928
2008-06-24,7290.13427342416
2008-06-25,7182.04020749857
2008-06-26,7152.85677462678
2008-06-27,7079.9250641095
2008-06-30,7036.34719541842
2008-07-01,7020.97871649096
2008-07-02,6895.775355645
2008-07-03,6768.48562217
2008-07-04,6721.604470143
2008-07-07,6753.73441196538
2008-07-08,6738.11130188377
2008-07-09,6728.10227008524
2008-07-10,6694.22209574625
2008-07-11,6599.00595868148
2008-07-14,6584.17281703196
2008-07-15,6486.14473336318
2008-07-16,6511.99817180025
2008-07-17,6568.4087857909
2008-07-18,6597.70244690676
2008-07-21,6620.8829107975
2008-07-22,6591.15510944982
2008-07-23,6696.720241925
2008-07-24,6704.9712270751
2008-07-25,6604.25842607922
2008-07-28,6497.90080234336
2008-07-29,6360.95991984915
2008-07-30,6505.16480275
2008-07-31,6405.052495762
2008-08-01,6246.66242419175
2008-08-04,6207.549083128
2008-08-05,6406.03992908709
2008-08-06,6500.72175076475
2008-08-07,6465.4859596038
2008-08-08,6688.2516797
2008-08-11,6816.0599416565
2008-08-12,6762.0547137955
2008-08-13,6736.034336848
2008-08-14,6739.608299952
2008-08-15,6753.8219236026
2008-08-18,6563.9021904315
2008-08-19,6485.35626488381
2008-08-20,6557.23393786475
2008-08-21,6490.98681896968
2008-08-22,6551.53890609856
2008-08-25,6562.3739864592
2008-08-26,6566.466834025
2008-08-27,6577.34913055616
2008-08-28,6637.03578292
2008-08-29,6598.36482317166
2008-09-01,6577.6066376025
2008-09-02,6568.8183944655
