date,leading_indicator,coincident_indicator,lagging_indicator,MSCI_EMI,MSCI_IMI,MSCI_ACWI,JSE_ALSI
2005-01-03,94.73,72.48,102.14,3059.74,0.0,3756.57,12784.34
2005-01-04,94.73,72.48,102.14,3106.77,0.0,3835.39,12714.52
2005-01-05,94.73,72.48,102.14,3106.56,0.0,3865.07,12677.71
2005-01-06,94.73,72.48,102.14,3162.67,0.0,3985.55,12800.52
2005-01-07,94.73,72.48,102.14,3157.87,0.0,3966.4,12714.89
2005-01-10,94.73,72.48,102.14,3113.43,0.0,3919.27,12663.45
2005-01-11,94.73,72.48,102.14,3101.9,0.0,3881.59,12664.89
2005-01-12,94.73,72.48,102.14,3096.97,0.0,3887.78,12724.79
2005-01-13,94.73,72.48,102.14,3160.5,0.0,3927.2,12754.53
2005-01-14,94.73,72.48,102.14,3185.85,0.0,3945.18,12782.27
2005-01-17,94.73,72.48,102.14,3198.08,0.0,3942.85,12707.74
2005-01-18,94.73,72.48,102.14,3207.66,0.0,3991.51,12609.72
2005-01-19,94.73,72.48,102.14,3192.34,0.0,3949.6,12511.85
2005-01-20,94.73,72.48,102.14,3166.92,0.0,3919.43,12469.56
2005-01-21,94.73,72.48,102.14,3126.67,0.0,3853.49,12497.84
2005-01-24,94.73,72.48,102.14,3123.05,0.0,3834.38,12530.3
2005-01-25,94.73,72.48,102.14,3139.43,0.0,3851.24,12517.66
2005-01-26,94.73,72.48,102.14,3154.14,0.0,3866.9,12607.42
2005-01-27,94.73,72.48,102.14,3157.77,0.0,3865.25,12710.04
2005-01-28,94.73,72.48,102.14,3182.09,0.0,3868.62,12699.81
2005-01-31,94.73,72.48,102.14,3246.91,0.0,3933.82,12798.55
2005-02-01,94.74,72.69,102.51,3249.64,0.0,3958.5,12957.44
2005-02-02,94.74,72.69,102.51,3263.3,0.0,3980.81,12957.71
2005-02-03,94.74,72.69,102.51,3335.92,0.0,4032.83,13016.6
2005-02-04,94.74,72.69,102.51,3379.21,0.0,4099.11,13002.21
2005-02-07,94.74,72.69,102.51,3430.26,0.0,4142.53,13046.67
2005-02-08,94.74,72.69,102.51,3442.91,0.0,4164.27,13083.46
2005-02-09,94.74,72.69,102.51,3434.39,0.0,4117.56,13107.5
2005-02-10,94.74,72.69,102.51,3364.6,0.0,4058.79,13086.46
2005-02-11,94.74,72.69,102.51,3371.49,0.0,4076.2,13085.19
2005-02-14,94.74,72.69,102.51,3367.02,0.0,4038.11,13132.42
2005-02-15,94.74,72.69,102.51,3348.11,0.0,4014.91,13089.28
2005-02-16,94.74,72.69,102.51,3351.33,0.0,4014.53,13181.08
2005-02-17,94.74,72.69,102.51,3336.03,0.0,3978.33,13259.76
2005-02-18,94.74,72.69,102.51,3338.6,0.0,3968.26,13302.62
2005-02-21,94.74,72.69,102.51,3354.49,0.0,3980.15,13346.39
2005-02-22,94.74,72.69,102.51,3293.79,0.0,3859.63,13250.01
2005-02-23,94.74,72.69,102.51,3299.06,0.0,3864.48,13232.91
2005-02-24,94.74,72.69,102.51,3349.19,0.0,3900.51,13308.3
2005-02-25,94.74,72.69,102.51,3358.09,0.0,3921.14,13375.55
2005-02-28,94.74,72.69,102.51,3406.29,0.0,3932.54,13476.59
2005-03-01,94.52,72.9,102.38,3416.99,0.0,3967.61,13488.97
2005-03-02,94.52,72.9,102.38,3415.78,0.0,4003.22,13456.89
2005-03-03,94.52,72.9,102.38,3455.87,0.0,4042.21,13541.02
2005-03-04,94.52,72.9,102.38,3401.11,0.0,4000.22,13634.73
2005-03-07,94.52,72.9,102.38,3422.81,0.0,4011.24,13634.73
2005-03-08,94.52,72.9,102.38,3390.85,0.0,3978.01,13541.47
2005-03-09,94.52,72.9,102.38,3370.03,0.0,3928.39,13564.62
2005-03-10,94.52,72.9,102.38,3387.46,0.0,3976.86,13587.78
2005-03-11,94.52,72.9,102.38,3408.57,0.0,3977.84,13570.88
2005-03-14,94.52,72.9,102.38,3433.46,0.0,4056.27,13595.11
2005-03-15,94.52,72.9,102.38,3465.61,0.0,4151.6,13588.93
2005-03-16,94.52,72.9,102.38,3422.03,0.0,4092.3,13555.05
2005-03-17,94.52,72.9,102.38,3393.98,0.0,4068.5,13703.85
2005-03-18,94.52,72.9,102.38,3403.51,0.0,4074.41,13593.17
2005-03-21,94.52,72.9,102.38,3412.04,0.0,4091.52,13465.53
2005-03-22,94.52,72.9,102.38,3435.61,0.0,4121.94,13465.53
2005-03-23,94.52,72.9,102.38,3393.59,0.0,4105.71,13297.13
2005-03-24,94.52,72.9,102.38,3390.16,0.0,4107.86,13191.47
2005-03-25,94.52,72.9,102.38,3397.61,0.0,4102.35,13199.01
2005-03-28,94.52,72.9,102.38,3444.11,0.0,4176.4,13206.56
2005-03-29,94.52,72.9,102.38,3402.77,0.0,4152.42,13214.1
2005-03-30,94.52,72.9,102.38,3383.71,0.0,4147.74,13176.2
2005-03-31,94.52,72.9,102.38,3424.1,0.0,4148.18,13298.6
2005-04-01,95.98,73.71,102.0,3461.91,0.0,4133.9,13432.14
2005-04-04,95.98,73.71,102.0,3416.06,0.0,4099.88,13272.15
2005-04-05,95.98,73.71,102.0,3399.75,0.0,4097.21,13257.61
2005-04-06,95.98,73.71,102.0,3381.03,0.0,4068.5,13242.36
2005-04-07,95.98,73.71,102.0,3397.83,0.0,4096.9,13216.97
2005-04-08,95.98,73.71,102.0,3406.3,0.0,4088.45,13312.88
2005-04-11,95.98,73.71,102.0,3403.31,0.0,4099.91,13253.8
2005-04-12,95.98,73.71,102.0,3380.54,0.0,4077.51,13173.39
2005-04-13,95.98,73.71,102.0,3390.16,0.0,4059.72,13019.77
2005-04-14,95.98,73.71,102.0,3397.89,0.0,4104.36,13119.26
2005-04-15,95.98,73.71,102.0,3349.97,0.0,4053.05,13075.65
2005-04-18,95.98,73.71,102.0,3298.64,0.0,4038.06,12906.4
2005-04-19,95.98,73.71,102.0,3279.71,0.0,4002.52,12967.44
2005-04-20,95.98,73.71,102.0,3235.0,0.0,3914.16,12897.71
2005-04-21,95.98,73.71,102.0,3245.63,0.0,3954.86,12788.04
2005-04-22,95.98,73.71,102.0,3241.84,0.0,3935.79,12751.37
2005-04-25,95.98,73.71,102.0,3274.95,0.0,3973.28,12779.99
2005-04-26,95.98,73.71,102.0,3291.76,0.0,3953.79,12793.12
2005-04-27,95.98,73.71,102.0,3251.28,0.0,3927.86,12630.21
2005-04-28,95.98,73.71,102.0,3242.1,0.0,3931.15,12467.3
2005-04-29,95.98,73.71,102.0,3221.89,0.0,3929.19,12555.96
2005-04-30,95.98,73.71,102.0,3229.16,0.0,3936.75,12595.77
2005-05-02,96.01,74.43,102.21,3236.43,0.0,3944.31,12635.59
2005-05-03,96.01,74.43,102.21,3245.68,0.0,3958.03,12675.4
2005-05-04,96.01,74.43,102.21,3249.28,0.0,3942.21,12671.1
2005-05-05,96.01,74.43,102.21,3249.75,0.0,3909.64,12809.7
2005-05-06,96.01,74.43,102.21,3304.04,0.0,3957.77,12948.15
2005-05-09,96.01,74.43,102.21,3358.8,0.0,4033.89,13159.5
2005-05-10,96.01,74.43,102.21,3354.53,0.0,4024.14,13087.6
2005-05-11,96.01,74.43,102.21,3344.9,0.0,4038.23,13106.1
2005-05-12,96.01,74.43,102.21,3380.41,0.0,4073.87,13157.2
2005-05-13,96.01,74.43,102.21,3385.0,0.0,4077.16,12954.2
2005-05-16,96.01,74.43,102.21,3413.39,0.0,4126.17,13097.3
2005-05-17,96.01,74.43,102.21,3434.42,0.0,4171.28,13108.3
2005-05-18,96.01,74.43,102.21,3443.15,0.0,4185.89,13268.9
2005-05-19,96.01,74.43,102.21,3475.52,0.0,4209.31,13234.0
2005-05-20,96.01,74.43,102.21,3547.45,0.0,4295.4,13418.3
2005-05-23,96.01,74.43,102.21,3538.39,0.0,4320.61,13483.9
2005-05-24,96.01,74.43,102.21,3570.35,0.0,4346.44,13533.5
2005-05-25,96.01,74.43,102.21,3520.62,0.0,4283.01,13469.5
2005-05-26,96.01,74.43,102.21,3595.5,0.0,4384.66,13705.2
2005-05-27,96.01,74.43,102.21,3605.79,0.0,4359.73,13770.3
2005-05-30,96.01,74.43,102.21,3668.79,0.0,4424.16,13916.3
2005-05-31,96.01,74.43,102.21,3720.66,0.0,4498.44,13787.0
2005-06-01,95.64,75.11,102.86,3765.97,0.0,4596.97,13859.5
2005-06-02,95.64,75.11,102.86,3746.74,0.0,4543.22,13965.3
2005-06-03,95.64,75.11,102.86,3788.14,0.0,4545.12,14020.9
2005-06-06,95.64,75.11,102.86,3715.3,0.0,4467.98,14087.4
2005-06-07,95.64,75.11,102.86,3671.4,0.0,4436.94,13980.3
2005-06-08,95.64,75.11,102.86,3752.91,0.0,4523.04,14000.4
2005-06-09,95.64,75.11,102.86,3720.32,0.0,4500.07,14001.9
2005-06-10,95.64,75.11,102.86,3731.8,0.0,4483.17,14029.1
2005-06-13,95.64,75.11,102.86,3802.45,0.0,4562.39,14223.3
2005-06-14,95.64,75.11,102.86,3836.19,0.0,4603.21,14224.28
2005-06-15,95.64,75.11,102.86,3799.56,0.0,4538.77,14210.7
2005-06-16,95.64,75.11,102.86,3780.33,0.0,4516.38,14268.65
2005-06-17,95.64,75.11,102.86,3810.23,0.0,4548.33,14326.6
2005-06-20,95.64,75.11,102.86,3814.3,0.0,4545.73,14345.6
2005-06-21,95.64,75.11,102.86,3807.01,0.0,4554.67,14311.9
2005-06-22,95.64,75.11,102.86,3840.34,0.0,4562.09,14313.5
2005-06-23,95.64,75.11,102.86,3849.78,0.0,4559.58,14278.4
2005-06-24,95.64,75.11,102.86,3797.75,0.0,4494.42,14103.9
2005-06-27,95.64,75.11,102.86,3743.88,0.0,4430.89,14048.0
2005-06-28,95.64,75.11,102.86,3757.2,0.0,4466.61,14065.8
2005-06-29,95.64,75.11,102.86,3763.56,0.0,4485.78,14183.5
2005-06-30,95.64,75.11,102.86,3761.19,0.0,4468.45,14154.7
2005-07-01,96.57,75.61,102.96,3883.4,0.0,4588.99,14244.1
2005-07-04,96.57,75.61,102.96,3856.91,0.0,4573.7,14309.8
2005-07-05,96.57,75.61,102.96,3852.9,0.0,4608.9,14362.4
2005-07-06,96.57,75.61,102.96,3862.35,0.0,4595.16,14394.6
2005-07-07,96.57,75.61,102.96,3843.3,0.0,4578.43,14302.1
2005-07-08,96.57,75.61,102.96,3858.35,0.0,4629.35,14457.8
2005-07-11,96.57,75.61,102.96,3839.85,0.0,4574.35,14515.6
2005-07-12,96.57,75.61,102.96,3790.21,0.0,4475.78,14511.1
2005-07-13,96.57,75.61,102.96,3885.66,0.0,4570.37,14671.9
2005-07-14,96.57,75.61,102.96,3883.57,0.0,4549.09,14780.0
2005-07-15,96.57,75.61,102.96,3856.96,0.0,4546.68,14720.9
2005-07-18,96.57,75.61,102.96,3875.13,0.0,4549.15,14766.5
2005-07-19,96.57,75.61,102.96,3908.45,0.0,4581.41,14868.0
2005-07-20,96.57,75.61,102.96,3878.38,0.0,4539.39,14878.2
2005-07-21,96.57,75.61,102.96,3883.48,0.0,4523.74,14921.5
2005-07-22,96.57,75.61,102.96,3943.71,0.0,4587.03,15023.6
2005-07-25,96.57,75.61,102.96,3952.95,0.0,4587.44,15137.7
2005-07-26,96.57,75.61,102.96,3943.03,0.0,4606.26,15058.3
2005-07-27,96.57,75.61,102.96,3932.94,0.0,4593.79,15120.5
2005-07-28,96.57,75.61,102.96,3960.75,0.0,4608.04,15219.6
2005-07-29,96.57,75.61,102.96,3949.8,0.0,4572.7,15143.6
2005-07-31,96.57,75.61,102.96,3953.92,0.0,4568.58,15173.2
2005-08-01,97.06,76.37,103.92,3958.03,0.0,4564.45,15202.8
2005-08-02,97.06,76.37,103.92,4001.31,0.0,4592.46,15326.4
2005-08-03,97.06,76.37,103.92,3972.46,0.0,4545.59,15430.8
2005-08-04,97.06,76.37,103.92,3984.3,0.0,4531.59,15470.3
2005-08-05,97.06,76.37,103.92,3977.51,0.0,4506.28,15464.4
2005-08-08,97.06,76.37,103.92,3964.03,0.0,4496.52,15604.5
2005-08-09,97.06,76.37,103.92,3969.66,0.0,4516.57,15604.5
2005-08-10,97.06,76.37,103.92,3962.83,0.0,4497.49,15736.9
2005-08-11,97.06,76.37,103.92,3938.15,0.0,4493.27,15709.8
2005-08-12,97.06,76.37,103.92,3935.22,0.0,4492.14,15775.9
2005-08-15,97.06,76.37,103.92,3980.21,0.0,4545.17,15854.5
2005-08-16,97.06,76.37,103.92,3972.72,0.0,4525.48,15716.7
2005-08-17,97.06,76.37,103.92,3984.77,0.0,4545.1,15515.3
2005-08-18,97.06,76.37,103.92,3971.25,0.0,4556.2,15473.6
2005-08-19,97.06,76.37,103.92,3955.76,0.0,4576.87,15625.6
2005-08-22,97.06,76.37,103.92,3965.49,0.0,4558.05,15679.9
2005-08-23,97.06,76.37,103.92,3953.47,0.0,4546.58,15675.7
2005-08-24,97.06,76.37,103.92,3903.64,0.0,4513.37,15435.1
2005-08-25,97.06,76.37,103.92,3907.25,0.0,4510.74,15382.9
2005-08-26,97.06,76.37,103.92,3912.48,0.0,4505.39,15298.7
2005-08-29,97.06,76.37,103.92,3864.48,0.0,4489.43,15266.4
2005-08-30,97.06,76.37,103.92,3926.33,0.0,4541.84,15300.5
2005-08-31,97.06,76.37,103.92,3855.62,0.0,4468.5,15414.0
2005-09-01,97.2,76.86,102.94,3867.53,0.0,4449.73,15646.5
2005-09-02,97.2,76.86,102.94,3881.26,0.0,4419.02,15766.4
2005-09-05,97.2,76.86,102.94,3898.54,0.0,4441.3,15685.9
2005-09-06,97.2,76.86,102.94,3957.39,0.0,4528.6,15844.5
2005-09-07,97.2,76.86,102.94,3970.39,0.0,4539.42,15939.9
2005-09-08,97.2,76.86,102.94,3973.29,0.0,4515.49,15849.4
2005-09-09,97.2,76.86,102.94,3971.67,0.0,4521.66,15890.2
2005-09-12,97.2,76.86,102.94,4046.4,0.0,4582.35,16047.3
2005-09-13,97.2,76.86,102.94,4026.32,0.0,4546.98,15940.2
2005-09-14,97.2,76.86,102.94,4023.09,0.0,4532.12,15984.7
2005-09-15,97.2,76.86,102.94,4045.66,0.0,4536.86,16148.7
2005-09-16,97.2,76.86,102.94,4059.56,0.0,4559.58,16372.9
2005-09-19,97.2,76.86,102.94,4112.48,0.0,4588.15,16472.8
2005-09-20,97.2,76.86,102.94,4128.96,0.0,4570.46,16359.1
2005-09-21,97.2,76.86,102.94,4125.71,0.0,4517.42,16435.2
2005-09-22,97.2,76.86,102.94,4073.03,0.0,4483.12,16228.0
2005-09-23,97.2,76.86,102.94,4065.73,0.0,4504.1,16140.5
2005-09-26,97.2,76.86,102.94,4095.08,0.0,4531.09,16392.8
2005-09-27,97.2,76.86,102.94,4163.04,0.0,4577.04,16453.0
2005-09-28,97.2,76.86,102.94,4140.26,0.0,4555.78,16638.4
2005-09-29,97.2,76.86,102.94,4161.96,0.0,4575.79,16668.5
2005-09-30,97.2,76.86,102.94,4198.38,0.0,4588.45,16875.7
2005-10-03,97.01,76.98,103.97,4246.91,0.0,4630.04,16661.7
2005-10-04,97.01,76.98,103.97,4263.95,0.0,4617.87,16694.1
2005-10-05,97.01,76.98,103.97,4249.79,0.0,4615.91,16590.0
2005-10-06,97.01,76.98,103.97,4149.26,0.0,4582.11,16298.13
2005-10-07,97.01,76.98,103.97,4165.46,0.0,4598.31,16136.26
2005-10-10,97.01,76.98,103.97,4157.45,0.0,4536.89,16132.23
2005-10-11,97.01,76.98,103.97,4219.71,0.0,4579.5,16303.9
2005-10-12,97.01,76.98,103.97,4175.36,0.0,4572.04,16332.45
2005-10-13,97.01,76.98,103.97,4088.99,0.0,4543.08,15935.3
2005-10-14,97.01,76.98,103.97,4031.68,0.0,4544.2,15661.79
2005-10-17,97.01,76.98,103.97,4052.13,0.0,4545.64,15926.6
2005-10-18,97.01,76.98,103.97,4043.29,0.0,4526.48,15827.31
2005-10-19,97.01,76.98,103.97,3954.46,0.0,4528.03,15539.6
2005-10-20,97.01,76.98,103.97,4003.46,0.0,4540.94,15834.22
2005-10-21,97.01,76.98,103.97,4005.6,0.0,4532.75,15616.02
2005-10-24,97.01,76.98,103.97,4046.6,0.0,4592.28,16005.74
2005-10-25,97.01,76.98,103.97,4037.89,0.0,4596.93,16100.26
2005-10-26,97.01,76.98,103.97,4113.66,0.0,4656.44,16442.68
2005-10-27,97.01,76.98,103.97,4067.38,0.0,4627.15,16249.06
2005-10-28,97.01,76.98,103.97,4050.58,0.0,4652.82,16237.19
2005-10-31,97.01,76.98,103.97,4125.85,0.0,4700.28,16433.1
2005-11-01,96.86,77.52,103.56,4171.62,0.0,4690.76,16558.07
2005-11-02,96.86,77.52,103.56,4202.49,0.0,4710.96,16566.94
2005-11-03,96.86,77.52,103.56,4231.89,0.0,4735.37,16967.22
2005-11-04,96.86,77.52,103.56,4252.89,0.0,4752.33,16881.88
2005-11-07,96.86,77.52,103.56,4283.4,0.0,4799.09,17057.84
2005-11-08,96.86,77.52,103.56,4267.06,0.0,4779.1,16789.35
2005-11-09,96.86,77.52,103.56,4317.44,0.0,4800.26,16818.89
2005-11-10,96.86,77.52,103.56,4325.13,0.0,4817.68,16999.57
2005-11-11,96.86,77.52,103.56,4356.77,0.0,4838.86,17107.54
2005-11-14,96.86,77.52,103.56,4377.66,0.0,4842.9,17394.38
2005-11-15,96.86,77.52,103.56,4364.93,0.0,4823.51,17294.72
2005-11-16,96.86,77.52,103.56,4347.18,0.0,4780.85,17127.19
2005-11-17,96.86,77.52,103.56,4379.27,0.0,4824.64,17288.02
2005-11-18,96.86,77.52,103.56,4381.72,0.0,4828.44,17468.97
2005-11-21,96.86,77.52,103.56,4356.58,0.0,4820.05,17439.84
2005-11-22,96.86,77.52,103.56,4298.18,0.0,4804.14,17287.53
2005-11-23,96.86,77.52,103.56,4327.54,0.0,4789.03,17236.04
2005-11-24,96.86,77.52,103.56,4339.44,0.0,4781.89,17450.66
2005-11-25,96.86,77.52,103.56,4329.88,0.0,4768.91,17318.27
2005-11-28,96.86,77.52,103.56,4319.46,0.0,4731.67,17196.69
2005-11-29,96.86,77.52,103.56,4303.66,0.0,4730.99,17030.53
2005-11-30,96.86,77.52,103.56,4306.56,0.0,4700.72,16774.54
2005-12-01,96.77,77.97,104.04,4326.61,0.0,4741.6,16800.93
2005-12-02,96.77,77.97,104.04,4301.12,0.0,4687.92,16940.83
2005-12-05,96.77,77.97,104.04,4303.95,0.0,4669.25,16858.73
2005-12-06,96.77,77.97,104.04,4305.94,0.0,4649.87,17016.47
2005-12-07,96.77,77.97,104.04,4349.6,0.0,4671.74,17292.38
2005-12-08,96.77,77.97,104.04,4331.42,0.0,4681.96,17251.82
2005-12-09,96.77,77.97,104.04,4348.55,0.0,4722.25,17393.99
2005-12-12,96.77,77.97,104.04,4335.38,0.0,4704.09,17587.36
2005-12-13,96.77,77.97,104.04,4347.07,0.0,4711.93,17426.37
2005-12-14,96.77,77.97,104.04,4374.27,0.0,4758.35,17458.77
2005-12-15,96.77,77.97,104.04,4441.36,0.0,4821.7,17658.29
2005-12-16,96.77,77.97,104.04,4413.69,0.0,4805.55,17764.07
2005-12-19,96.77,77.97,104.04,4404.63,0.0,4750.9,17869.85
2005-12-20,96.77,77.97,104.04,4396.77,0.0,4741.56,17761.64
2005-12-21,96.77,77.97,104.04,4442.4,0.0,4768.33,17898.18
2005-12-22,96.77,77.97,104.04,4436.86,0.0,4774.49,18049.13
2005-12-23,96.77,77.97,104.04,4463.47,0.0,4787.56,18114.66
2005-12-26,96.77,77.97,104.04,4450.97,0.0,4778.77,18213.4
2005-12-27,96.77,77.97,104.04,4478.2,0.0,4762.23,18312.14
2005-12-28,96.77,77.97,104.04,4436.52,0.0,4759.19,18078.03
2005-12-29,96.77,77.97,104.04,4461.94,0.0,4744.74,18172.45
2005-12-30,96.77,77.97,104.04,4456.14,0.0,4717.02,18096.54
2005-12-31,96.77,77.97,104.04,4461.35,0.0,4723.26,18182.93
2006-01-02,96.43,78.56,103.97,4466.56,0.0,4729.51,18269.31
2006-01-03,96.43,78.56,103.97,4475.36,0.0,4727.96,18355.7
2006-01-04,96.43,78.56,103.97,4498.4,0.0,4716.18,18415.34
2006-01-05,96.43,78.56,103.97,4530.62,0.0,4734.73,18244.64
2006-01-06,96.43,78.56,103.97,4510.58,0.0,4717.2,18414.85
2006-01-09,96.43,78.56,103.97,4528.73,0.0,4700.1,18554.49
2006-01-10,96.43,78.56,103.97,4534.92,0.0,4709.26,18473.34
2006-01-11,96.43,78.56,103.97,4496.83,0.0,4668.57,18594.16
2006-01-12,96.43,78.56,103.97,4570.39,0.0,4708.82,18577.0
2006-01-13,96.43,78.56,103.97,4542.41,0.0,4681.91,18567.64
2006-01-16,96.43,78.56,103.97,4556.52,0.0,4670.5,18328.7
2006-01-17,96.43,78.56,103.97,4511.32,0.0,4642.74,18261.01
2006-01-18,96.43,78.56,103.97,4456.05,0.0,4624.15,18304.08
2006-01-19,96.43,78.56,103.97,4476.6,0.0,4602.08,18730.61
2006-01-20,96.43,78.56,103.97,4510.22,0.0,4584.8,18880.43
2006-01-23,96.43,78.56,103.97,4473.08,0.0,4572.09,18797.95
2006-01-24,96.43,78.56,103.97,4571.95,0.0,4628.51,19016.93
2006-01-25,96.43,78.56,103.97,4642.57,0.0,4662.81,19262.4
2006-01-26,96.43,78.56,103.97,4700.4,0.0,4742.52,19414.12
2006-01-27,96.43,78.56,103.97,4771.33,0.0,4808.41,19718.47
2006-01-30,96.43,78.56,103.97,4753.9,0.0,4796.91,19589.94
2006-01-31,96.43,78.56,103.97,4733.98,0.0,4752.67,19745.16
2006-02-01,97.3,78.88,104.16,4779.6,0.0,4789.52,20040.95
2006-02-02,97.3,78.88,104.16,4711.5,0.0,4730.88,20076.7
2006-02-03,97.3,78.88,104.16,4649.76,0.0,4704.98,19505.99
2006-02-06,97.3,78.88,104.16,4755.63,0.0,4751.55,19769.18
2006-02-07,97.3,78.88,104.16,4771.01,0.0,4772.88,19633.83
2006-02-08,97.3,78.88,104.16,4685.8,0.0,4754.09,19201.3
2006-02-09,97.3,78.88,104.16,4688.53,0.0,4728.11,19469.59
2006-02-10,97.3,78.88,104.16,4712.08,0.0,4729.14,19395.08
2006-02-13,97.3,78.88,104.16,4671.47,0.0,4727.45,18970.15
2006-02-14,97.3,78.88,104.16,4665.33,0.0,4739.97,18750.43
2006-02-15,97.3,78.88,104.16,4611.85,0.0,4692.8,18734.36
2006-02-16,97.3,78.88,104.16,4639.59,0.0,4709.66,18665.13
2006-02-17,97.3,78.88,104.16,4665.38,0.0,4674.52,19389.32
2006-02-20,97.3,78.88,104.16,4706.4,0.0,4678.35,19388.64
2006-02-21,97.3,78.88,104.16,4726.34,0.0,4715.67,19518.46
2006-02-22,97.3,78.88,104.16,4714.4,0.0,4744.2,19684.45
2006-02-23,97.3,78.88,104.16,4771.94,0.0,4781.35,19660.2
2006-02-24,97.3,78.88,104.16,4783.57,0.0,4793.55,19486.12
2006-02-27,97.3,78.88,104.16,4878.23,0.0,4884.0,19657.52
2006-02-28,97.3,78.88,104.16,4808.62,0.0,4829.13,19085.35
2006-03-01,97.62,79.22,104.77,4841.83,0.0,4859.0,19238.24
2006-03-02,97.62,79.22,104.77,4820.39,0.0,4804.89,19391.13
2006-03-03,97.62,79.22,104.77,4827.83,0.0,4842.97,19299.56
2006-03-06,97.62,79.22,104.77,4850.19,0.0,4870.46,19369.85
2006-03-07,97.62,79.22,104.77,4724.8,0.0,4842.65,18626.23
2006-03-08,97.62,79.22,104.77,4709.54,0.0,4872.48,18540.6
2006-03-09,97.62,79.22,104.77,4698.55,0.0,4870.59,18818.92
2006-03-10,97.62,79.22,104.77,4686.1,0.0,4860.42,18753.05
2006-03-13,97.62,79.22,104.77,4744.63,0.0,4894.41,18945.27
2006-03-14,97.62,79.22,104.77,4737.68,0.0,4922.52,19289.68
2006-03-15,97.62,79.22,104.77,4778.1,0.0,4923.08,19692.84
2006-03-16,97.62,79.22,104.77,4798.45,0.0,4929.01,19631.96
2006-03-17,97.62,79.22,104.77,4846.89,0.0,4971.47,19820.67
2006-03-20,97.62,79.22,104.77,4941.1,0.0,5060.36,20138.47
2006-03-21,97.62,79.22,104.77,4914.41,0.0,5053.44,20064.97
2006-03-22,97.62,79.22,104.77,4848.56,0.0,5041.72,19991.48
2006-03-23,97.62,79.22,104.77,4882.66,0.0,5042.15,20159.77
2006-03-24,97.62,79.22,104.77,4832.16,0.0,5000.14,20320.49
2006-03-27,97.62,79.22,104.77,4866.33,0.0,5009.31,20438.48
2006-03-28,97.62,79.22,104.77,4829.32,0.0,4997.09,20200.15
2006-03-29,97.62,79.22,104.77,4840.9,0.0,5019.73,20327.64
2006-03-30,97.62,79.22,104.77,4825.24,0.0,4970.29,20677.96
2006-03-31,97.62,79.22,104.77,4841.83,0.0,4940.88,20351.74
2006-04-03,99.02,79.88,105.42,4892.96,0.0,4938.52,20711.75
2006-04-04,99.02,79.88,105.42,4870.19,0.0,4902.19,20647.6
2006-04-05,99.02,79.88,105.42,4872.33,0.0,4903.21,20685.33
2006-04-06,99.02,79.88,105.42,4935.96,0.0,4947.6,20631.27
2006-04-07,99.02,79.88,105.42,4997.92,0.0,4985.39,20599.91
2006-04-10,99.02,79.88,105.42,4984.67,0.0,4992.46,20725.8
2006-04-11,99.02,79.88,105.42,4937.41,0.0,4928.38,20865.34
2006-04-12,99.02,79.88,105.42,4899.9,0.0,4902.14,20722.88
2006-04-13,99.02,79.88,105.42,4918.58,0.0,4928.89,20666.97
2006-04-14,99.02,79.88,105.42,4943.35,0.0,4923.15,20760.28
2006-04-17,99.02,79.88,105.42,4937.0,0.0,4889.67,20853.59
2006-04-18,99.02,79.88,105.42,4937.75,0.0,4879.7,20946.9
2006-04-19,99.02,79.88,105.42,4983.35,0.0,4901.38,21100.61
2006-04-20,99.02,79.88,105.42,5080.36,0.0,4987.59,20985.48
2006-04-21,99.02,79.88,105.42,5035.17,0.0,4942.49,21029.02
2006-04-24,99.02,79.88,105.42,5071.72,0.0,4978.09,21046.62
2006-04-25,99.02,79.88,105.42,5081.12,0.0,5008.39,21030.74
2006-04-26,99.02,79.88,105.42,5187.41,0.0,5081.92,21353.95
2006-04-27,99.02,79.88,105.42,5158.61,0.0,5098.73,21244.73
2006-04-28,99.02,79.88,105.42,5047.38,0.0,4976.05,21135.51
2006-04-30,99.02,79.88,105.42,5063.62,0.0,4985.92,21221.73
2006-05-01,100.14,80.14,105.7,5079.85,0.0,4995.78,21307.96
2006-05-02,100.14,80.14,105.7,5157.96,0.0,5042.2,21394.18
2006-05-03,100.14,80.14,105.7,5191.53,0.0,5033.07,21362.71
2006-05-04,100.14,80.14,105.7,5201.6,0.0,5042.8,21525.35
2006-05-05,100.14,80.14,105.7,5262.48,0.0,5124.64,21822.24
2006-05-08,100.14,80.14,105.7,5324.34,0.0,5134.8,21756.9
2006-05-09,100.14,80.14,105.7,5308.59,0.0,5133.76,21913.55
2006-05-10,100.14,80.14,105.7,5313.43,0.0,5138.59,22024.03
2006-05-11,100.14,80.14,105.7,5313.52,0.0,5132.02,22094.12
2006-05-12,100.14,80.14,105.7,5349.94,0.0,5194.37,21781.46
2006-05-15,100.14,80.14,105.7,5257.88,0.0,5279.53,20974.14
2006-05-16,100.14,80.14,105.7,5190.33,0.0,5215.13,20812.95
2006-05-17,100.14,80.14,105.7,5256.03,0.0,5204.78,20652.61
2006-05-18,100.14,80.14,105.7,5109.62,0.0,5162.61,20373.33
2006-05-19,100.14,80.14,105.7,5082.73,0.0,5156.96,20199.75
2006-05-22,100.14,80.14,105.7,4882.56,0.0,5124.96,19641.52
2006-05-23,100.14,80.14,105.7,5056.43,0.0,5243.37,20394.58
