Date,AB-INBEV,ABSAGROUP,ANGGOLD,ANGLO,ASPEN,BATS,BHP,BIDCORP,BIDVEST,CAPITEC,CLICKS,DISCOVERY,EXXARO,FIRSTRAND,GFIELDS,GLENCORE,GROWPNT,IMPLATS,INVLTD,INVPLC,MC_GROUP,MONDIPLC,MR_PRICE,MTN_GROUP,NASPERS-N-,NEDBANK,NEPIROCK,NORTHAM,OMUTUAL,PROSUS,REINET,REMGRO,RICHEMONT,SANLAM,SASOL,SHOPRIT,STANBANK,VODACOM,WOOLIES
2010-03-12,0.0,13153.553556666666,27912.0,28744.56999333333,7830.0,25046.666666666668,0.0,0.0,3784.76637,8739.289803666667,2966.0,3325.0797346666664,9315.697627,1662.929554,7898.944757999999,0.0,1462.3983013333334,19672.0,3521.4707079999994,4324.487537666667,0.0,4860.355856333333,4153.666666666667,11695.333333333334,19791.68852,12891.666666666666,0.0,4460.340485666667,645.6517313333334,0.0,11663.333333333334,6457.183511,2.9049060000000004,2509.0,28442.666666666668,7852.0,11368.333333333334,5446.813789333333,2101.044566666667
2010-03-15,0.0,13100.897473333333,27829.33333333333,28444.01251333333,7760.333333333333,24766.33333333333,0.0,0.0,3770.588171,8862.145036333333,2957.333333333333,3317.615667333333,9450.291963,1650.811952,7799.29842,0.0,1404.6375066666667,19620.0,3473.828749666667,4296.096031,0.0,4860.991653666667,4078.3333333333335,11873.333333333334,19991.26006333333,12871.0,0.0,4349.274969666667,650.0216246666666,0.0,11566.666666666666,6374.503972666666,2.888694,2492.333333333333,28376.33333333333,7762.666666666667,11299.666666666666,5437.856305333334,2124.8479416666664
2010-03-16,0.0,13176.709546666663,28057.33333333333,28547.89328666667,7717.666666666667,24896.666666666668,0.0,0.0,3770.31725,8870.272864,2959.6666666666665,3323.1325866666666,9508.741296333334,1662.3659443333331,7891.054872000001,0.0,1412.842165,19682.33333333333,3490.7339606666665,4291.000119333334,0.0,5033.292842999999,4059.0,12019.666666666666,20388.42284666667,12952.0,0.0,4299.9125183333335,653.2990446666666,0.0,11550.0,6371.187948333333,2.923564333333333,2497.0,28342.666666666668,7779.333333333333,11352.333333333334,5457.098308,2145.477533333333
2010-03-17,0.0,13456.48465,28470.666666666668,28974.501213333337,7768.0,25030.33333333333,0.0,0.0,3818.631495,9004.382011333333,3061.333333333333,3333.192851333333,9671.219718,1695.9007043333334,7981.058016,0.0,1421.7031960000002,19764.666666666668,3569.6889800000004,4341.231247,0.0,5146.146942333334,4141.666666666667,12039.333333333334,20648.06389,13279.333333333334,0.0,4304.026056,655.7961263333333,0.0,11633.333333333334,6532.125659333334,2.951093,2510.0,28385.666666666668,7827.333333333333,11645.333333333334,5486.624829333333,2197.844958333333
2010-03-18,0.0,13519.608513333333,28465.33333333333,29099.60153666667,8030.666666666667,25034.0,0.0,0.0,3913.815073,8862.457645333334,3142.333333333333,3352.339806666667,10008.778023666666,1727.462831,8008.526508,0.0,1424.000500333333,20286.33333333333,3592.933645333333,4362.828205000001,0.0,5143.603751333333,4206.666666666667,12319.333333333334,20971.074946666668,13491.333333333334,0.0,4283.458367333334,654.7036533333334,0.0,11690.0,6655.260693666667,3.023279666666667,2518.6666666666665,28611.0,7947.333333333333,11742.666666666666,5558.948218666667,2270.841975
2010-03-19,0.0,13495.818113333333,28347.0,28608.701546666667,8111.333333333333,24898.666666666668,0.0,0.0,3853.309383,8784.305461666667,3128.0,3372.135811333333,10162.140496666669,1731.4080966666668,7990.116774000001,0.0,1445.9889846666665,20480.33333333333,3628.0888,4411.84602,0.0,5052.048876000001,4139.333333333333,12404.666666666666,20904.844476666665,13332.0,0.0,4324.277318,654.5475856666667,0.0,11713.333333333334,6786.354186,3.0082923333333333,2483.6666666666665,28490.0,7871.333333333333,11682.666666666666,5646.532506666666,2202.605633333333
2010-03-22,0.0,12984.483113333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-23,0.0,13411.124286666667,28180.666666666668,28488.03516,7964.666666666667,24938.666666666668,0.0,0.0,3754.784446,8538.907604,3066.6666666666665,3371.162237333333,10171.256446666666,1731.6899016666666,8019.630792,0.0,1452.552711333333,20217.33333333333,3675.538653333333,4469.599683333334,0.0,5015.172607333333,4103.0,12304.333333333334,21121.578736666663,13427.0,0.0,4296.431832666666,645.9638666666666,0.0,11760.0,6703.674647666667,2.9994216666666667,2479.6666666666665,28351.666666666668,7868.666666666667,11645.0,5599.422775999999,2158.807423333333
2010-03-24,0.0,13389.23712,27900.33333333333,28621.68664,7969.333333333333,24828.33333333333,0.0,0.0,3689.311871,8573.607173999999,3023.0,3357.207676666667,10133.45206,1723.2357603333332,7977.843618,0.0,1463.054674,20033.0,3706.275400666667,4482.218130666666,0.0,4960.811899666666,4043.6666666666665,12183.666666666666,20995.938876666667,13453.333333333334,0.0,4312.253131,637.2240800000001,0.0,11773.333333333334,6578.549999,2.9847393333333336,2474.333333333333,28227.33333333333,7835.0,11578.666666666666,5623.309400000001,2152.459856666667
2010-03-25,0.0,13471.393300000002,27549.33333333333,28893.10683,8000.0,25083.33333333333,0.0,0.0,3684.977135,8606.118482,2995.6666666666665,3346.173838,10187.343416666668,1732.253511333333,7942.485239999999,0.0,1476.510313666667,20177.666666666668,3727.983228,4493.380603333334,0.0,4895.642631,4081.0,11746.666666666666,20903.084196666667,13589.666666666666,0.0,4323.644466000001,639.252959,0.0,11796.666666666666,6538.315571333333,2.980151333333333,2467.333333333333,28567.666666666668,7839.666666666667,11630.333333333334,5615.015433333334,2170.233043333333
